scenario,drive_v,cmd_v,sag_v,source_ohm,source_current_ua,iterations,diode,vd_v,raw_vd_v,id_ua,gd_us,rd_kohm,in_stated_range,left_path_v,right_path_v
b11_s6_s7_delivery_linear_r3k,5,4.716403918794795,0.2835960810473166,3000,94.5320270157722,54,D2_SSD55,0.561838556776042,0.561838556776042,43.64323994506697,493.8364428235929,2.024961937361957,true,1.123677108888958,1.1236771088889579
b11_s6_s7_delivery_linear_r3k,5,4.716403918794795,0.2835960810473166,3000,94.5320270157722,54,D1_OA154Q,0.5618385521129159,0.5618385521129159,43.64323768113896,493.83642130528807,2.0249620255971426,true,1.123677108888958,1.1236771088889579
b11_s6_s7_delivery_linear_r3k,8,7.507203849958656,0.49279614988740317,3000,164.26538329580106,55,D3_SSD55,0.6149080821374429,0.6149080821374429,76.72000423170948,793.1879511405616,1.2607352375462257,true,1.2298161596493005,1.2298161596493005
b11_s6_s7_delivery_linear_r3k,8,7.507203849958656,0.49279614988740317,3000,164.26538329580106,55,D4_OA154Q,0.6149080775118576,0.6149080775118576,76.72000062471803,793.1879198155028,1.2607352873359468,true,1.2298161596493005,1.2298161596493005
b11_s6_s7_delivery_linear_r3k,8,7.507203849958656,0.49279614988740317,3000,164.26538329580106,55,D2_SSD55,0.6149080821374429,0.6149080821374429,76.72000423170948,793.1879511405616,1.2607352375462257,true,1.2298161596493005,1.2298161596493005
b11_s6_s7_delivery_linear_r3k,8,7.507203849958656,0.49279614988740317,3000,164.26538329580106,55,D1_OA154Q,0.6149080775118576,0.6149080775118576,76.72000062471803,793.1879198155028,1.2607352873359468,true,1.2298161596493005,1.2298161596493005
b11_s6_s7_delivery_linear_r3k,12,11.224984311533941,0.7750156883326422,3000,258.33856277754745,56,D3_SSD55,0.6617609748941033,0.6617609748941033,121.40234157267552,1166.282079356492,0.8574255042585925,true,1.3235219450816587,1.3235219450816595
b11_s6_s7_delivery_linear_r3k,12,11.224984311533941,0.7750156883326422,3000,258.33856277754745,56,D4_OA154Q,0.6617609701875553,0.6617609701875553,121.40233617622239,1166.2820358088907,0.8574255362738539,true,1.3235219450816587,1.3235219450816595
b11_s6_s7_delivery_linear_r3k,12,11.224984311533941,0.7750156883326422,3000,258.33856277754745,56,D2_SSD55,0.6617609748941033,0.6617609748941033,121.40234157267552,1166.282079356492,0.8574255042585925,true,1.3235219450816587,1.3235219450816595
b11_s6_s7_delivery_linear_r3k,12,11.224984311533941,0.7750156883326422,3000,258.33856277754745,56,D1_OA154Q,0.6617609701875562,0.6617609701875562,121.40233617622329,1166.282035808898,0.8574255362738483,true,1.3235219450816587,1.3235219450816595
b11_s6_s7_delivery_linear_r10k,0,0,0,10000,0,1,D3_SSD55,0,0,0,0.000001,1000000000,false,0,0
b11_s6_s7_delivery_linear_r10k,0,0,0,10000,0,1,D4_OA154Q,0,0,0,0.000001,1000000000,false,0,0
b11_s6_s7_delivery_linear_r10k,0,0,0,10000,0,1,D2_SSD55,0,0,0,0.000001,1000000000,false,0,0
b11_s6_s7_delivery_linear_r10k,0,0,0,10000,0,1,D1_OA154Q,0,0,0,0.000001,1000000000,false,0,0
