scenario,drive_v,cmd_dc_v,sag_v,source_ohm,source_current_ua,frequency_hz,command_model,all_diodes_in_range,any_diode_out_of_range,left_path_v,right_path_v,VNA_mag,VNA_db,VNB_mag,VNB_db,VCMD_NODE_mag,input_impedance_mag
b11_s6_s7_delivery_linear_r10k,0,0,0,10000,0,1000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,false,true,0,0,0.8326000623467353,-1.5912712185682512,0.8326000342711892,-1.5912715114592924,0.27753334475706304,33458.01186140155
b11_s6_s7_delivery_linear_r10k,0,0,0,10000,0,5000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,false,true,0,0,0.8326208207201982,-1.5910546647851385,0.8326208195971484,-1.5910546765007791,0.27754027319904945,33457.176624441214
b11_s6_s7_delivery_linear_r10k,0,0,0,10000,0,15000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,false,true,0,0,0.8326215895787096,-1.59104664406679,0.8326215894539261,-1.591046645368529,0.27754052981797533,33457.145689338766
b11_s6_s7_delivery_linear_r10k,0,0,0,10000,0,20000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,false,true,0,0,0.832621631625726,-1.5910462054332744,0.8326216315555351,-1.5910462061655037,0.2775405438518451,33457.14399757428
b11_s6_s7_delivery_linear_r10k,0.5,0.4854130588054539,0.014586941050814928,10000,1.4586941050814928,40,B11/S6/S7 finite small-signal output impedance 10000 Ohm,false,true,0.4506066094964222,0.4506066094964222,0.8016853517540585,-1.9199210335655459,0.8016633845732943,-1.9201590410600677,0.2672211281910981,31206.610609891904
b11_s6_s7_delivery_linear_r10k,0.5,0.4854130588054539,0.014586941050814928,10000,1.4586941050814928,100,B11/S6/S7 finite small-signal output impedance 10000 Ohm,false,true,0.4506066094964222,0.4506066094964222,0.8145700688239124,-1.7814310400073043,0.8145664973626645,-1.7814691231476494,0.2715221657875548,30712.177516581534
b11_s6_s7_delivery_linear_r10k,0.5,0.4854130588054539,0.014586941050814928,10000,1.4586941050814928,1000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,false,true,0.4506066094964222,0.4506066094964222,0.817070269661329,-1.7548118335174103,0.8170702338366735,-1.754812214352477,0.2723567446122245,30618.04672752071
b11_s6_s7_delivery_linear_r10k,0.5,0.4854130588054539,0.014586941050814928,10000,1.4586941050814928,5000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,false,true,0.4506066094964222,0.4506066094964222,0.817094627106445,-1.7545529048369857,0.8170946256734161,-1.7545529200703878,0.272364875224472,30617.13252722313
b11_s6_s7_delivery_linear_r10k,0.5,0.4854130588054539,0.014586941050814928,10000,1.4586941050814928,15000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,false,true,0.4506066094964222,0.4506066094964222,0.8170955292759664,-1.7545433145884246,0.8170955291167409,-1.7545433162810236,0.2723651763722469,30617.098667429364
b11_s6_s7_delivery_linear_r10k,0.5,0.4854130588054539,0.014586941050814928,10000,1.4586941050814928,20000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,false,true,0.4506066094964222,0.4506066094964222,0.8170955786134572,-1.7545427901210011,0.8170955785238927,-1.7545427910730895,0.2723651928412975,30617.096815721245
