scenario,vcmd,frequency_hz,command_model,zcmd_ohm,all_diodes_in_range,any_diode_out_of_range,left_path_v,right_path_v,VNA_mag,VNA_db,VNB_mag,VNB_db,VCMD_NODE_mag,input_impedance_mag
empirical_cmd_ideal_c4c6_0,0.5,5000,ideal AC ground,0,false,true,0.462512127064028,0.462512127064028,0.4444009406125441,-7.044500610176722,0.44440093904108996,-7.0445006408910515,0,39313.897938638314
empirical_cmd_ideal_c4c6_0,0.5,15000,ideal AC ground,0,false,true,0.462512127064028,0.462512127064028,0.687996307846863,-3.248277848255945,0.6879963075765478,-3.248277851668649,0,25394.225179854773
empirical_cmd_ideal_c4c6_0,0.5,20000,ideal AC ground,0,false,true,0.462512127064028,0.462512127064028,0.7158804975176573,-2.90318937507771,0.7158804973594425,-2.903189376997355,0,24405.09724981127
empirical_cmd_ideal_c4c6_0,0.75,40,ideal AC ground,0,false,true,0.626302992449209,0.626302992449209,0.003328616745143068,-49.55472412721435,0.0033281723226441513,-49.55588390702552,0,3979138.122946181
empirical_cmd_ideal_c4c6_0,0.75,100,ideal AC ground,0,false,true,0.626302992449209,0.626302992449209,0.008319501543964831,-41.598053866470195,0.00831932372575494,-41.59823951771923,0,1591748.9395267994
empirical_cmd_ideal_c4c6_0,0.75,1000,ideal AC ground,0,false,true,0.626302992449209,0.626302992449209,0.08262099772266468,-21.65819129664606,0.08262098006179275,-21.658193153321786,0,160275.141376571
empirical_cmd_ideal_c4c6_0,0.75,5000,ideal AC ground,0,false,true,0.626302992449209,0.626302992449209,0.35797949830433995,-8.92283689886844,0.35797949524350253,-8.922836973135533,0,36991.189823431174
empirical_cmd_ideal_c4c6_0,0.75,15000,ideal AC ground,0,false,true,0.626302992449209,0.626302992449209,0.612367118301293,-4.259762744965283,0.6123671177195226,-4.259762753217185,0,21624.42595570205
empirical_cmd_ideal_c4c6_0,0.75,20000,ideal AC ground,0,false,true,0.626302992449209,0.626302992449209,0.6474152580947407,-3.7763413897327434,0.6474152577487653,-3.776341394374438,0,20453.77712789138
empirical_cmd_ideal_c4c6_0,1,40,ideal AC ground,0,true,false,0.7280419230067877,0.7280419230067876,0.0024381821154975496,-52.258677173681896,0.0024372819059799043,-52.26188471272877,0,3979185.535943843
empirical_cmd_ideal_c4c6_0,1,100,ideal AC ground,0,true,false,0.7280419230067877,0.7280419230067876,0.006091297266457098,-44.30580411231361,0.006090936850277849,-44.306318063224026,0,1591735.9755587738
empirical_cmd_ideal_c4c6_0,1,1000,ideal AC ground,0,true,false,0.7280419230067877,0.7280419230067876,0.0606291110539836,-24.346375987166038,0.060629075169450375,-24.346381128082374,0,159899.40056712402
empirical_cmd_ideal_c4c6_0,1,5000,ideal AC ground,0,true,false,0.7280419230067877,0.7280419230067876,0.2745021344416864,-11.229085485287445,0.2745021279428877,-11.229085690924641,0,35316.83680439936
